TA	Input1	Input2	Input3	Ctrl1	Ctrl2	Ctrl3	CI1	CI2	CI3	RI1	RI2	RI3
2133013	1	1	1	1	1	1	1	1	1	1	1	1
2107119	1	1	1	1	1	1	1	1	1	1	1	1
2089707	1	1	1	1	1	1	1	1	1	1	1	1
2085002	1	1	1	1	1	1	1	1	1	1	1	1
2084046	1	1	1	1	1	1	1	1	1	1	1	1
2079941	1	1	1	1	1	1	1	1	1	1	1	1
2044591	1	1	3	1	1	1	1	1	1	1	1	1
2041864	1	1	1	1	1	1	1	1	1	1	1	1
2021726	1	1	1	1	1	1	1	1	1	1	1	1
2005924	1	1	1	1	1	1	1	1	1	1	1	1
1952642	1	1	1	1	1	1	1	1	1	1	1	1
1917262	1	1	2	1	1	1	1	1	1	2	1	1
1896160	1	1	1	1	1	1	1	1	1	1	1	1
187797	1	1	1	1	1	2	1	1	1	1	1	1
178925	1	1	1	1	1	1	1	1	1	1	1	1
1775391	1	1	1	1	1	1	1	1	1	1	1	1
1751028	1	1	1	1	1	1	1	1	1	1	1	1
173272	1	1	1	1	1	1	1	1	1	1	1	1
1671051	1	2	1	1	1	1	1	1	1	1	1	1
1644206	1	1	1	1	1	1	1	1	1	1	1	1
1627471	1	1	1	1	1	1	1	1	1	1	1	1
1557374	1	1	1	1	1	1	1	1	1	1	1	1
1480592	1	1	1	1	1	1	1	1	1	1	1	1
1479586	1	1	1	1	1	1	1	1	1	1	1	1
1323426	1	1	1	1	1	1	1	1	1	1	1	1
1275170	1	1	1	1	1	1	1	1	1	1	1	2
1269536	1	1	1	1	1	1	1	1	1	1	1	1
1269339	2	1	1	1	1	1	1	1	1	1	1	2
1259833	1	1	1	1	1	1	1	1	1	1	1	1
1217732	1	1	1	1	1	1	1	1	1	1	1	1
1161225	1	1	1	1	1	90	1	1	1	1	1	1
105455	1	1	1	1	1	1	1	1	1	1	1	1
1039628	1	1	1	1	1	1	1	1	1	1	1	1
2073688	1	1	1	1	3	1	1	1	1	1	1	1
5997	1	1	1	1	2	1	1	1	1	1	1	1
4126376	1	1	1	1	2	1	1	1	1	1	1	1
3752227	1	1	1	1	2	1	1	1	1	1	1	1
969022	1	1	2	1	1	46	1	1	1	1	1	1
96839	1	1	1	1	1	1	1	1	1	1	1	1
831572	1	1	1	1	1	1	1	1	1	2	1	1
702034	1	1	1	1	1	1	1	1	1	1	1	1
670832	1	1	1	1	1	1	1	1	1	1	1	1
544690	1	1	1	1	1	1	1	1	1	1	1	1
486080	1	1	1	1	1	1	1	1	1	1	1	1
4304648	1	1	1	1	1	1	1	1	1	1	1	1
4244025	1	1	1	1	1	1	1	1	1	1	1	1
4140030	1	1	1	1	1	2	1	1	1	1	1	1
3986909	1	1	1	1	1	1	1	1	1	1	1	1
3936819	1	1	1	1	1	1	1	1	1	1	1	1
3857123	1	1	1	1	1	1	1	1	1	1	1	1
3824797	1	1	1	1	1	1	1	1	1	1	1	1
3730205	1	1	1	1	1	1	1	1	1	1	1	1
3719252	1	1	1	1	1	1	1	1	1	1	1	1
3715312	1	2	1	1	1	1	1	1	1	1	1	1
367338	1	1	1	1	1	1	1	1	1	1	1	1
3519340	1	1	1	1	1	1	1	1	1	1	1	1
3470339	1	1	1	1	1	1	1	1	1	1	1	1
339401	1	1	1	1	1	1	1	1	1	1	1	1
3353060	1	1	1	1	1	1	1	1	1	1	1	1
3319930	1	1	1	1	1	1	1	1	1	1	1	1
3161611	1	1	1	1	1	1	1	1	1	1	1	1
30893	1	1	1	1	1	1	1	1	1	1	1	1
2979575	1	1	1	1	1	1	1	1	1	1	1	1
2854144	1	1	1	1	1	1	1	1	1	1	1	1
2811838	1	1	1	1	1	1	1	1	1	1	1	1
2554317	1	1	1	1	1	1	1	1	1	1	1	1
2545825	1	1	1	1	1	1	1	1	1	1	1	1
2485514	1	1	1	1	1	1	1	1	1	1	1	1
2426421	1	1	1	1	1	1	1	1	1	1	1	1
2397451	1	1	1	1	1	1	1	1	1	1	1	1
2366553	1	1	1	1	1	1	1	1	1	1	1	1
2364483	1	1	1	1	1	1	1	1	1	1	1	1
2330462	1	1	1	1	1	2	1	1	1	1	1	1
2312720	1	1	1	1	1	1	1	1	1	1	1	1
231081	1	1	1	1	1	1	1	1	1	1	1	1
223664	1	1	1	1	1	1	1	1	1	1	1	1
2220782	1	1	1	1	1	1	1	1	1	1	1	1
2187307	1	1	1	1	1	3	1	1	1	1	1	1
2162338	1	1	1	1	1	1	1	1	1	1	1	1
2109479	1	1	1	1	1	1	1	1	1	1	1	1
2068303	1	1	2	1	1	1	1	1	1	1	3	1
1880471	1	1	1	1	1	1	1	1	1	1	1	1
1783552	1	1	1	1	1	1	1	1	1	1	1	1
1721344	1	1	2	1	1	1	1	1	1	1	1	1
1520297	1	1	1	1	1	1	1	1	1	1	1	1
12146	1	1	1	1	1	1	1	1	1	1	1	1
1163895	1	1	1	1	1	1	1	1	1	1	1	1
1100254	1	1	3	1	1	1	1	1	1	2	1	5
1035840	1	1	1	1	1	1	1	1	1	1	1	1
1023741	1	1	1	1	1	1	1	1	1	1	1	1
2072086	1	1	1	1	1	69	1	1	1	1	1	1
2166946	1	1	1	1	1	42	1	1	1	1	1	1
1812095	1	1	1	1	1	31	1	1	1	1	1	1
3551671	1	1	1	1	1	16	1	1	1	1	1	1
4201819	1	1	1	1	1	15	1	1	1	1	1	1
4307954	1	1	1	1	1	11	1	1	1	1	1	1
2047998	1	1	1	1	1	10	1	1	1	1	1	1
2614501	1	1	1	1	1	9	1	1	1	1	1	1
2525647	1	1	1	1	1	6	1	1	1	1	1	1
479793	1	1	1	1	1	2	1	1	1	1	1	1
4267800	1	1	1	1	1	2	1	1	1	1	1	1
4049027	1	1	1	1	1	2	1	1	1	1	1	1
3396194	1	1	1	1	1	2	1	1	1	1	1	1
3055056	1	1	1	1	1	2	1	1	1	1	1	1
2512974	1	1	1	1	1	2	1	1	1	1	1	1
1633799	1	1	1	1	1	2	1	1	1	2	1	1
942400	1	1	1	1	1	1	1	1	1	1	1	1
938005	1	1	1	1	1	1	1	1	1	1	1	1
851951	1	1	1	1	1	1	1	1	1	1	1	1
685024	1	1	1	1	1	1	1	1	1	1	1	1
595235	1	1	1	1	1	1	1	1	1	1	1	1
57027	1	1	1	1	1	1	1	1	1	1	1	1
569894	1	1	1	1	1	1	1	1	1	1	1	3
554095	1	1	1	1	1	1	1	1	1	1	1	1
476539	1	1	1	1	1	1	1	1	1	1	1	1
4375103	1	1	1	1	1	1	1	1	1	1	1	1
4337584	1	1	1	1	1	1	1	1	1	1	1	1
4310686	1	1	1	1	1	1	1	1	1	1	1	1
4308203	1	1	1	1	1	1	1	1	1	1	1	1
4211850	1	1	1	1	1	1	1	1	1	1	1	1
4052902	1	1	1	1	1	1	1	1	1	1	1	1
3918581	2	1	1	1	1	1	1	1	1	1	1	2
3914187	1	1	1	1	1	1	1	1	1	1	1	1
3736441	1	1	1	1	1	1	1	1	1	1	1	1
3730311	1	1	1	1	1	1	1	1	1	1	1	1
3582318	1	1	1	1	1	1	1	1	1	1	1	1
3543789	1	1	2	1	1	1	1	1	1	1	1	1
353415	1	1	1	1	1	1	1	1	1	1	1	1
3529281	1	1	1	1	1	1	1	1	1	1	1	1
3506822	1	1	1	1	1	1	1	1	1	1	1	1
350479	1	1	1	1	1	1	1	1	1	1	1	2
3472455	1	1	1	1	1	1	1	1	1	1	1	1
3408722	1	1	1	1	1	1	1	1	1	1	1	1
340358	1	1	1	1	1	1	1	1	1	1	1	1
331039	1	1	1	1	1	1	1	1	1	1	1	1
3272180	1	1	1	1	1	1	1	1	1	1	1	1
3170426	1	1	1	1	1	1	1	1	1	1	1	1
309947	1	1	1	1	1	1	1	1	1	1	1	1
3042984	1	1	1	1	1	1	1	1	1	1	1	1
3041257	1	1	1	1	1	1	1	1	1	1	1	1
2993554	1	1	1	1	1	1	1	1	1	1	1	1
2989965	1	1	1	1	1	1	1	1	1	1	1	1
2957721	1	1	1	1	1	1	1	1	1	1	1	2
2915215	1	1	1	1	1	1	1	1	1	1	1	1
2868451	1	1	1	1	1	1	1	1	1	1	1	1
2815878	1	1	1	1	1	1	1	1	1	1	1	1
2805578	1	1	1	1	1	1	1	1	1	1	1	1
2800511	1	1	1	1	1	1	1	1	1	1	1	1
27986	1	1	1	1	1	1	1	1	1	1	1	1
2771119	2	1	1	1	1	1	1	1	1	1	1	1
2768479	1	1	1	1	1	1	1	1	1	1	1	1
2692238	1	1	1	1	1	1	1	1	1	1	1	1
2678098	1	1	1	1	1	1	1	1	1	1	1	1
2628033	1	1	1	1	1	1	1	1	1	1	1	1
2567890	1	1	1	1	1	1	1	1	1	1	1	1
2547290	1	1	1	1	1	1	1	1	1	1	1	1
2453006	1	1	1	1	1	1	1	1	1	1	1	1
2427689	1	1	1	1	1	1	1	1	1	1	1	1
2424341	1	1	1	1	1	1	1	1	1	1	1	1
2361513	1	1	1	1	1	1	1	1	1	1	1	1
2347022	1	1	1	1	1	1	1	1	1	1	1	1
2195293	1	1	1	1	1	1	1	1	1	1	1	1
2165925	1	1	1	1	1	1	1	1	1	1	1	1
2146686	2	1	2	1	1	1	1	1	1	1	1	1
2129211	1	1	1	1	1	1	1	1	1	1	1	1
1846601	1	1	1	1	1	1	1	1	1	1	2	1
1788231	1	1	1	1	1	1	1	1	1	1	1	1
1657260	1	1	1	1	1	1	1	1	1	1	1	1
1480360	1	1	1	1	1	1	1	1	1	1	1	1
1442002	1	1	1	1	1	1	1	1	1	1	1	1
129152	1	1	1	1	1	1	1	1	1	1	1	1
1277240	1	1	1	1	1	1	1	1	1	1	1	1
1277068	1	1	1	1	1	1	1	1	1	1	1	1
1239115	1	1	1	1	1	1	1	1	1	1	1	1
1214567	1	1	1	1	1	1	1	1	1	1	1	1
1196186	1	1	1	1	1	1	1	1	1	1	1	1
1089092	1	1	1	1	1	1	1	1	1	1	1	1
1086212	1	1	1	1	1	1	1	1	1	1	1	1
1072532	1	1	1	1	1	1	1	1	1	1	1	1
1064026	5	7	9	1	1	1	1	1	1	1	2	4
1043526	1	1	1	1	1	1	1	1	1	1	6	16
1037091	1	1	1	1	1	1	1	1	1	1	1	1
3718867	2	1	1	1	1	1	1	1	1	1	1	1
2891376	2	1	1	1	1	1	1	1	1	1	1	1
2649712	2	1	1	1	1	1	1	1	1	1	1	1
2381212	2	1	1	1	1	1	1	1	1	1	1	1
2166476	2	1	1	1	1	1	1	1	1	1	1	1
1805566	2	1	2	1	1	1	1	1	1	1	1	1
1395042	2	1	1	1	1	1	1	1	1	1	1	1
1122411	2	1	1	1	1	1	1	1	1	1	1	1
1101503	2	1	1	1	1	1	1	1	1	1	1	1
981569	1	1	1	1	1	1	1	1	1	1	1	1
945422	1	1	1	1	1	1	1	1	1	1	1	1
922045	1	1	1	1	1	1	1	1	1	1	1	1
909947	1	1	1	1	1	1	1	1	1	1	1	1
86747	1	1	1	1	1	1	1	1	1	1	1	1
793545	1	1	1	1	1	1	1	1	1	1	1	1
769424	1	1	1	1	1	1	1	1	1	1	1	1
740363	1	1	1	1	1	1	1	1	1	1	1	1
587693	1	1	3	1	1	1	1	1	1	1	1	1
556104	1	1	1	1	1	1	1	1	1	1	1	1
518722	1	1	1	1	1	1	1	1	1	1	1	1
4356561	1	1	1	1	1	1	1	1	1	1	1	1
4306137	1	1	1	1	1	1	1	1	1	1	1	4
4242515	1	1	1	1	1	1	1	1	1	1	1	1
4177537	1	1	1	1	1	1	1	1	1	1	1	1
4080373	1	1	1	1	1	1	1	1	1	1	1	1
3972223	1	1	1	1	1	1	1	1	1	1	1	1
3933140	1	1	1	1	1	1	1	1	1	1	1	1
3911492	1	1	1	1	1	1	1	1	1	1	1	1
3865128	1	1	1	1	1	1	1	1	1	1	1	1
3852528	1	1	1	1	1	1	1	1	1	1	1	1
3828572	1	1	1	1	1	1	1	1	1	2	1	1
3827301	1	1	1	1	1	1	1	1	1	1	1	1
3823481	1	1	1	1	1	1	1	1	1	1	1	1
380997	1	1	1	1	1	1	1	1	1	1	1	1
3768022	1	1	1	1	1	1	1	1	1	1	1	1
3742067	1	1	1	1	1	1	1	1	1	1	1	1
3594754	1	1	1	1	1	1	1	1	1	1	1	1
3570310	1	1	1	1	1	1	1	1	1	1	1	1
3516218	1	1	1	1	1	1	1	1	1	1	1	1
3468047	1	1	1	1	1	1	1	1	1	1	1	1
3368497	1	1	1	1	1	1	1	1	1	1	1	1
3357438	1	1	1	1	1	1	1	1	1	1	1	1
3269216	1	1	1	1	1	1	1	1	1	1	1	1
3263041	1	1	1	1	1	1	1	1	1	1	1	1
3231058	1	1	1	1	1	1	1	1	1	1	1	1
32033	1	1	1	1	1	1	1	1	1	1	1	1
3083915	1	1	1	1	1	1	1	1	1	1	1	1
3071058	1	1	1	1	1	1	1	1	1	1	1	1
3044465	1	1	1	1	1	1	1	1	1	1	1	1
2996683	1	1	1	1	1	1	1	1	1	1	1	1
2977662	1	1	1	1	1	1	1	1	1	1	1	1
2935771	1	1	1	1	1	1	1	1	1	1	1	1
2887765	1	1	1	1	1	1	1	1	1	1	1	1
2869461	1	1	1	1	1	1	1	1	1	1	1	1
2841091	1	1	1	1	1	1	1	1	1	1	1	1
2783869	1	1	1	1	1	1	1	1	1	1	1	1
2782632	1	1	1	1	1	1	1	1	1	1	1	1
2739933	1	1	1	1	1	1	1	1	1	1	1	1
2719766	1	1	1	1	1	1	1	1	1	1	1	1
2719135	1	1	1	1	1	1	1	1	1	1	1	1
2637305	1	1	1	1	1	1	1	1	1	1	1	1
2612440	1	1	1	1	1	1	1	1	1	1	1	1
2603353	1	1	1	1	1	1	1	1	1	1	1	1
257068	1	1	1	1	1	1	1	1	1	1	1	1
2550411	1	1	1	1	1	1	1	1	1	1	1	1
2542587	1	1	1	1	1	1	1	1	1	1	1	1
2478855	1	1	1	1	1	1	1	1	1	1	1	1
2440145	1	1	1	1	1	1	1	1	1	1	1	1
2392822	1	1	1	1	1	1	1	1	1	1	1	1
2372246	1	1	1	1	1	1	1	1	1	1	1	1
2369014	1	1	1	1	1	1	1	1	1	1	1	1
2223703	1	1	1	1	1	1	1	1	1	1	1	1
2214822	1	1	1	1	1	1	1	1	1	1	4	1
2116063	1	1	1	1	1	1	1	1	1	1	1	1
2102091	1	1	1	1	1	1	1	1	1	1	1	1
2099245	1	1	1	1	1	1	1	1	1	1	1	1
203306	1	1	1	1	1	1	1	1	1	1	1	3
2031123	1	1	1	1	1	1	1	1	1	1	1	1
200832	1	1	1	1	1	1	1	1	1	1	1	1
2005903	1	1	1	1	1	1	1	1	1	1	1	1
1986737	1	1	1	1	1	1	1	1	1	1	1	1
1981812	1	1	1	1	1	1	1	1	1	1	1	1
1825976	1	1	1	1	1	1	1	1	1	1	1	1
178094	1	1	1	1	1	1	1	1	1	1	1	1
1730035	1	1	1	1	1	1	1	1	1	1	1	1
1728832	1	1	1	1	1	1	1	1	1	1	1	1
1722321	1	1	1	1	1	1	1	1	1	1	1	1
1703526	1	1	1	1	1	1	1	1	1	1	1	1
1613223	1	1	1	1	1	1	1	1	1	1	1	1
1583694	1	1	1	1	1	1	1	1	1	1	1	1
1573525	1	1	1	1	1	1	1	1	1	1	1	1
1483147	1	1	1	1	1	1	1	1	1	1	1	1
1339145	1	1	1	1	1	1	1	1	1	1	1	1
1283777	1	1	1	1	1	1	1	1	1	1	1	1
114210	1	1	1	1	1	1	1	1	1	1	1	1
1072230	1	1	1	1	1	1	1	1	1	1	1	1
1059047	1	1	1	1	1	1	1	1	1	1	1	1
1054805	1	1	1	1	1	1	1	1	1	1	1	1
2817681	1	2	1	1	1	1	1	1	1	1	1	1
1476704	1	2	1	1	1	1	1	1	1	1	1	1
999332	1	1	1	1	1	1	1	1	1	1	1	1
4386067	1	1	1	1	1	1	1	1	1	1	1	1
4368025	1	1	1	1	1	1	1	1	1	1	1	1
4200879	1	1	1	1	1	1	1	1	1	1	1	1
4112434	1	1	1	1	1	1	1	1	1	1	1	1
4072509	1	1	1	1	1	1	1	1	1	1	1	1
3943549	1	1	1	1	1	1	1	1	1	1	1	1
3941689	1	1	1	1	1	1	1	1	1	1	1	1
3920923	1	1	1	1	1	1	1	1	1	1	1	1
3813960	1	1	1	1	1	1	1	1	1	1	1	1
3786196	1	1	1	1	1	1	1	1	1	1	1	1
3775152	1	1	1	1	1	1	1	1	1	1	1	1
374044	1	1	1	1	1	1	1	1	1	1	1	1
3606797	1	1	1	1	1	1	1	1	1	1	1	1
3293027	1	1	1	1	1	1	1	1	1	1	1	1
3284727	1	1	1	1	1	1	1	1	1	1	1	1
3273208	1	1	1	1	1	1	1	1	1	1	1	1
3232453	1	1	1	1	1	1	1	1	1	1	1	1
3210744	1	1	1	1	1	1	1	1	1	1	1	1
3205274	1	1	1	1	1	1	1	1	1	1	1	1
3177052	1	1	1	1	1	1	1	1	1	1	1	1
2855456	1	1	1	1	1	1	1	1	1	1	1	1
2831366	1	1	1	1	1	1	1	1	1	1	1	1
2816619	1	1	1	1	1	1	1	1	1	1	1	1
2732856	1	1	1	1	1	1	1	1	1	1	1	1
26763	1	1	1	1	1	1	1	1	1	1	1	1
2613110	1	1	1	1	1	1	1	1	1	1	1	1
2544726	1	1	1	1	1	1	1	1	1	1	1	1
2478351	1	1	1	1	1	1	1	1	1	1	1	1
2461573	1	1	1	1	1	1	1	1	1	1	1	1
2213962	1	1	1	1	1	1	1	1	1	1	1	1
218460	1	1	1	1	1	1	1	1	1	1	1	1
2001676	1	1	1	1	1	1	1	1	1	1	1	1
193622	1	1	1	1	1	1	1	1	1	1	1	1
1796286	1	1	1	1	1	1	1	1	1	1	1	1
1623468	1	1	1	1	1	1	1	1	1	1	1	1
1414413	1	1	1	1	1	1	1	1	1	1	1	1
1291882	1	1	1	1	1	1	1	1	1	1	1	1
1107541	1	1	1	1	1	1	1	1	1	1	1	1
921667	1	1	2	1	1	1	1	1	1	1	1	1
5587	1	1	2	1	1	1	1	1	1	1	1	1
2698752	1	1	2	1	1	1	1	1	1	1	1	1
2640497	1	1	2	1	1	1	1	1	1	1	1	1
2358013	1	1	2	1	1	1	1	1	1	1	1	1
949648	1	1	1	1	1	1	1	1	1	1	1	1
899615	1	1	1	1	1	1	1	1	1	1	1	1
603436	1	1	1	1	1	1	1	1	1	1	1	1
601971	1	1	1	1	1	1	1	1	1	1	1	1
523380	1	1	1	1	1	1	1	1	1	1	1	1
471783	1	1	1	1	1	1	1	1	1	1	1	1
4043226	1	1	1	1	1	1	1	1	1	1	1	1
3929009	1	1	1	1	1	1	1	1	1	1	1	1
3857480	1	1	1	1	1	1	1	1	1	1	1	1
3843774	1	1	1	1	1	1	1	1	1	1	1	1
3816358	1	1	1	1	1	1	1	1	1	1	1	1
3780968	1	1	1	1	1	1	1	1	1	1	1	2
374883	1	1	1	1	1	1	1	1	1	1	1	1
3707416	1	1	1	1	1	1	1	1	1	1	1	1
3695230	1	1	1	1	1	1	1	1	1	1	1	1
3693635	1	1	1	1	1	1	1	1	1	1	1	1
368292	1	1	1	1	1	1	1	1	1	1	1	1
3594820	1	1	1	1	1	1	1	1	1	1	1	1
3580896	1	1	1	1	1	1	1	1	1	1	1	1
3426608	1	1	1	1	1	1	1	1	1	1	1	1
3312282	1	1	1	1	1	1	1	1	1	1	1	1
3310197	1	1	1	1	1	1	1	1	1	1	1	1
3291026	1	1	1	1	1	1	1	1	1	1	1	1
3242917	1	1	1	1	1	1	1	1	1	1	1	1
3178427	1	1	1	1	1	1	1	1	1	1	1	1
3034915	1	1	1	1	1	1	1	1	1	1	1	1
2999758	1	1	1	1	1	1	1	1	1	1	1	1
2997839	1	1	1	1	1	1	1	1	1	1	1	1
2949046	1	1	1	1	1	1	1	1	1	1	1	1
2824642	1	1	1	1	1	1	1	1	1	1	1	1
2789737	1	1	1	1	1	1	1	1	1	1	1	1
2748654	1	1	1	1	1	1	1	1	1	1	1	1
2575995	1	1	1	1	1	1	1	1	1	1	1	1
246600	1	1	1	1	1	1	1	1	1	1	1	1
2396318	1	1	1	1	1	1	1	1	1	1	1	1
2366068	1	1	1	1	1	1	1	1	1	1	1	1
2129190	1	1	1	1	1	1	1	1	1	1	1	1
2075979	1	1	1	1	1	1	1	1	1	1	1	1
2026301	1	1	1	1	1	1	1	1	1	1	1	1
1918744	1	1	1	1	1	1	1	1	1	1	1	1
1916851	1	1	1	1	1	1	1	1	1	1	1	1
1826011	1	1	1	1	1	1	1	1	1	1	1	1
1755373	1	1	1	1	1	1	1	1	1	1	1	2
1707659	1	1	1	1	1	1	1	1	1	1	1	1
1592251	1	1	1	1	1	1	1	1	1	1	1	1
1513770	1	1	1	1	1	1	1	1	1	1	1	1
1485978	1	1	1	1	1	1	1	1	1	1	1	1
1441784	1	1	1	1	1	1	1	1	1	1	1	1
1406489	1	1	1	1	1	1	1	1	1	1	1	1
1272326	1	1	1	1	1	1	1	1	1	1	1	1
103245	1	1	1	1	1	1	1	1	1	1	1	1
2513783	1	1	1	1	1	1	1	1	1	3	1	1
1863413	1	1	1	1	1	1	1	1	1	2	1	1
975010	1	1	1	1	1	1	1	1	1	1	1	1
85561	1	1	1	1	1	1	1	1	1	1	1	1
756778	1	1	1	1	1	1	1	1	1	1	1	1
649826	1	1	1	1	1	1	1	1	1	1	1	1
557997	1	1	1	1	1	1	1	1	1	1	1	1
551129	1	1	1	1	1	1	1	1	1	1	1	1
475940	1	1	1	1	1	1	1	1	1	1	1	1
4302452	1	1	1	1	1	1	1	1	1	1	1	1
428493	1	1	1	1	1	1	1	1	1	1	1	1
425253	1	1	1	1	1	1	1	1	1	1	1	2
4196623	1	1	1	1	1	1	1	1	1	1	1	1
4171852	1	1	1	1	1	1	1	1	1	1	1	1
3903496	1	1	1	1	1	1	1	1	1	1	1	1
3886523	1	1	1	1	1	1	1	1	1	1	1	1
3845638	1	1	1	1	1	1	1	1	1	1	1	1
3830827	1	1	1	1	1	1	1	1	1	1	1	1
3827935	1	1	1	1	1	1	1	1	1	1	1	1
3740306	1	1	1	1	1	1	1	1	1	1	1	1
3712452	1	1	1	1	1	1	1	1	1	1	1	1
3480884	1	1	1	1	1	1	1	1	1	1	1	1
3454105	1	1	1	1	1	1	1	1	1	1	1	1
3452707	1	1	1	1	1	1	1	1	1	1	1	1
3433809	1	1	1	1	1	1	1	1	1	1	1	1
3298967	1	1	1	1	1	1	1	1	1	1	1	1
3182420	1	1	1	1	1	1	1	1	1	1	1	1
3135589	1	1	1	1	1	1	1	1	1	1	1	1
2960250	1	1	1	1	1	1	1	1	1	1	1	1
2916415	1	1	1	1	1	1	1	1	1	1	1	1
2903987	1	1	1	1	1	1	1	1	1	1	1	1
2788526	1	1	1	1	1	1	1	1	1	1	1	1
2624312	1	1	1	1	1	1	1	1	1	1	1	1
2619670	1	1	1	1	1	1	1	1	1	1	1	1
2444364	1	1	1	1	1	1	1	1	1	1	1	1
2437979	1	1	1	1	1	1	1	1	1	1	1	1
2432850	1	1	1	1	1	1	1	1	1	1	1	1
2336706	1	1	1	1	1	1	1	1	1	1	1	1
2306995	1	1	1	1	1	1	1	1	1	1	1	1
225982	1	1	1	1	1	1	1	1	1	1	1	1
1995573	1	1	1	1	1	1	1	1	1	1	1	1
1899438	1	1	1	1	1	1	1	1	1	1	1	1
1874679	1	1	1	1	1	1	1	1	1	1	1	1
1768010	1	1	1	1	1	1	1	1	1	1	1	1
1746282	1	1	1	1	1	1	1	1	1	1	1	1
1721369	1	1	1	1	1	1	1	1	1	1	1	1
1693254	1	1	1	1	1	1	1	1	1	1	1	1
1528709	1	1	1	1	1	1	1	1	1	1	1	1
1527967	1	1	1	1	1	1	1	1	1	1	1	1
1496455	1	1	1	1	1	1	1	1	1	1	1	1
1412697	1	1	1	1	1	1	1	1	1	1	1	1
1354715	1	1	1	1	1	1	1	1	1	1	1	1
1338286	1	1	1	1	1	1	1	1	1	1	1	1
1139728	1	1	1	1	1	1	1	1	1	1	1	1
1089398	1	1	1	1	1	1	1	1	1	1	1	1
103182	1	1	1	1	1	1	1	1	1	1	1	1
1007696	1	1	1	1	1	1	1	1	1	1	1	1
925564	1	1	1	1	1	1	1	1	1	1	1	1
446141	1	1	1	1	1	1	1	1	1	1	1	1
3939606	1	1	1	1	1	1	1	1	1	1	1	1
3911496	1	1	1	1	1	1	1	1	1	1	1	1
390802	1	1	1	1	1	1	1	1	1	1	1	1
3818560	1	1	1	1	1	1	1	1	1	1	1	1
3508613	1	1	1	1	1	1	1	1	1	1	1	1
3381253	1	1	1	1	1	1	1	1	1	1	1	1
31666	1	1	1	1	1	1	1	1	1	1	1	1
2939977	1	1	1	1	1	1	1	1	1	1	1	1
2393541	1	1	1	1	1	1	1	1	1	1	1	1
2360330	1	1	1	1	1	1	1	1	1	1	1	1
1978170	1	1	1	1	1	1	1	1	1	1	1	1
1772432	1	1	1	1	1	1	1	1	1	1	1	1
1744445	1	1	1	1	1	1	1	1	1	1	1	1
1586557	1	1	1	1	1	1	1	1	1	1	1	1
1500462	1	1	1	1	1	1	1	1	1	1	1	2
1180454	1	1	1	1	1	1	1	1	1	1	1	1
116754	1	1	1	1	1	1	1	1	1	1	1	1
116345	1	1	1	1	1	1	1	1	1	1	1	1
1127112	1	1	1	1	1	1	1	1	1	1	1	1
1008658	1	1	1	1	1	1	1	1	1	1	1	1
1004302	1	1	1	1	1	1	1	1	1	1	1	1
824509	1	1	1	1	1	1	1	1	1	1	1	2
3331075	1	1	1	1	1	1	1	1	1	1	1	2
2556749	1	1	1	1	1	1	1	1	1	1	1	2
2526535	1	1	1	1	1	1	1	1	1	1	1	2
2100981	1	1	1	1	1	1	1	1	1	1	1	2
2020079	1	1	1	1	1	1	1	1	1	1	1	2
975475	1	1	1	1	1	1	1	1	1	1	1	1
697389	1	1	1	1	1	1	1	1	1	1	1	1
66673	1	1	1	1	1	1	1	1	1	1	1	1
644458	1	1	1	1	1	1	1	1	1	1	1	1
614583	1	1	1	1	1	1	1	1	1	1	1	1
468885	1	1	1	1	1	1	1	1	1	1	1	1
458548	1	1	1	1	1	1	1	1	1	1	1	1
431433	1	1	1	1	1	1	1	1	1	1	1	1
4273153	1	1	1	1	1	1	1	1	1	1	1	1
4181974	1	1	1	1	1	1	1	1	1	1	1	1
4178875	1	1	1	1	1	1	1	1	1	1	1	1
401534	1	1	1	1	1	1	1	1	1	1	1	1
3954850	1	1	1	1	1	1	1	1	1	1	1	1
3934943	1	1	1	1	1	1	1	1	1	1	1	1
3929530	1	1	1	1	1	1	1	1	1	1	1	1
3810353	1	1	1	1	1	1	1	1	1	1	1	1
361099	1	1	1	1	1	1	1	1	1	1	1	1
3594280	1	1	1	1	1	1	1	1	1	1	1	1
3529028	1	1	1	1	1	1	1	1	1	1	1	1
347960	1	1	1	1	1	1	1	1	1	1	1	1
3458851	1	1	1	1	1	1	1	1	1	1	1	1
3454667	1	1	1	1	1	1	1	1	1	1	1	1
3418033	1	1	1	1	1	1	1	1	1	1	1	1
3263366	1	1	1	1	1	1	1	1	1	1	1	1
3145501	1	1	1	1	1	1	1	1	1	1	1	1
3139240	1	1	1	1	1	1	1	1	1	1	1	1
3034326	1	1	1	1	1	1	1	1	1	1	1	1
3025467	1	1	1	1	1	1	1	1	1	1	1	1
3010532	1	1	1	1	1	1	1	1	1	1	1	1
3009590	1	1	1	1	1	1	1	1	1	1	1	1
2950317	1	1	1	1	1	1	1	1	1	1	1	1
2914792	1	1	1	1	1	1	1	1	1	1	1	1
2914528	1	1	1	1	1	1	1	1	1	1	1	1
2856151	1	1	1	1	1	1	1	1	1	1	1	1
2703165	1	1	1	1	1	1	1	1	1	1	1	1
2625330	1	1	1	1	1	1	1	1	1	1	1	1
2612631	1	1	1	1	1	1	1	1	1	1	1	1
2502082	1	1	1	1	1	1	1	1	1	1	1	1
