TA position	Plate	Row	Column	Well Hits	Location	Annotation
899615	34	C	3	1	gene	ID=gene889;Name=cpsY;gbkey=Gene;gene=cpsY;gene_biotype=protein_coding;locus_tag=ERDMAN_0890
1978170	34	C	4	1	gene	ID=gene1937;Name=mmpl14;gbkey=Gene;gene=mmpl14;gene_biotype=protein_coding;locus_tag=ERDMAN_1938
2336760	34	C	5	1	gene	ID=gene2300;Name=ERDMAN_2301;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2301
961889	34	C	6	1	gene	ID=gene958;Name=rpfA;gbkey=Gene;gene=rpfA;gene_biotype=protein_coding;locus_tag=ERDMAN_0959
698911	34	C	7	1	gene	ID=gene659;Name=ERDMAN_0660;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0660
1658943	34	C	8	1	intergenic/unannotated	NA
2609902	34	C	9	1	gene	ID=gene2574;Name=ERDMAN_2575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2575
656419	34	C	10	1	intergenic/unannotated	NA
623870	34	C	11	1	gene	ID=gene581;Name=ERDMAN_0582;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0582
431506	34	C	12	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
1442810	34	D	1	1	gene	ID=gene1439;Name=ERDMAN_1440;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1440
2848158	34	D	2	1	gene	ID=gene2791;Name=ERDMAN_2792;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2792
3974224	34	D	3	1	gene	ID=gene3898;Name=fdxB;gbkey=Gene;gene=fdxB;gene_biotype=protein_coding;locus_tag=ERDMAN_3899
3310384	34	D	4	1	gene	ID=gene3250;Name=pca;gbkey=Gene;gene=pca;gene_biotype=protein_coding;locus_tag=ERDMAN_3251
2147963	34	D	5	1	gene	ID=gene2102;Name=ERDMAN_2103;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2103
3130753	34	D	6	1	gene	ID=gene3108;Name=dinF;gbkey=Gene;gene=dinF;gene_biotype=protein_coding;locus_tag=ERDMAN_3109
1820396	34	D	7	1	gene	ID=gene1793;Name=ERDMAN_1794;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1794
1387507	34	D	8	2	gene	ID=gene1392;Name=ERDMAN_1393;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1393
3397009	34	D	8	2	gene	ID=gene3337;Name=ERDMAN_3338;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3338
2569489	34	D	9	1	gene	ID=gene2533;Name=ERDMAN_2534;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2534
3460285	34	D	10	1	gene	ID=gene3401;Name=fprA;gbkey=Gene;gene=fprA;gene_biotype=protein_coding;locus_tag=ERDMAN_3402
3935857	34	D	12	1	gene	ID=gene3856;Name=cyp142;gbkey=Gene;gene=cyp142;gene_biotype=protein_coding;locus_tag=ERDMAN_3857
1050114	34	E	1	1	gene	ID=gene1042;Name=ERDMAN_1043;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1043
1191138	34	E	2	1	gene	ID=gene1192;Name=ERDMAN_1193;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1193
4293789	34	E	3	1	gene	ID=gene4205;Name=ERDMAN_4206;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4206
609822	34	E	4	1	gene	ID=gene565;Name=ERDMAN_0566;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0566
681854	34	E	5	1	gene	ID=gene641;Name=ERDMAN_0642;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0642
2238655	34	E	6	1	gene	ID=gene2203;Name=ERDMAN_2204;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2204
4102345	34	E	7	1	gene	ID=gene4030;Name=whiB4;gbkey=Gene;gene=whiB4;gene_biotype=protein_coding;locus_tag=ERDMAN_4031
54616	34	E	8	1	gene	ID=gene58;Name=ponA1;gbkey=Gene;gene=ponA1;gene_biotype=protein_coding;locus_tag=ERDMAN_0059
3830582	34	E	9	1	intergenic/unannotated	NA
1888237	34	E	10	1	gene	ID=gene1845;Name=ERDMAN_1846;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1846
2288563	34	E	11	1	gene	ID=gene2259;Name=ERDMAN_2260;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2260
456624	34	E	12	1	gene	ID=gene419;Name=ERDMAN_0420;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0420
1019772	34	F	1	1	gene	ID=gene1014;Name=betP;gbkey=Gene;gene=betP;gene_biotype=protein_coding;locus_tag=ERDMAN_1015
1198397	34	F	2	1	gene	ID=gene1199;Name=ERDMAN_1200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1200
1898632	34	F	3	1	intergenic/unannotated	NA
433944	34	F	4	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
3857476	34	F	6	1	gene	ID=gene3779;Name=cut3;gbkey=Gene;gene=cut3;gene_biotype=protein_coding;locus_tag=ERDMAN_3780
570967	34	F	8	1	gene	ID=gene525;Name=ERDMAN_0526;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0526
4160172	34	F	9	1	gene	ID=gene4085;Name=ERDMAN_4086;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4086
4028751	34	F	10	1	gene	ID=gene3951;Name=ERDMAN_3952;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3952
718684	34	F	11	1	gene	ID=gene688;Name=ERDMAN_0689;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0689
3579186	34	F	12	1	gene	ID=gene3528;Name=ERDMAN_3529;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3529
557135	34	G	1	1	gene	ID=gene509;Name=ERDMAN_0510;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0510
1358317	34	G	2	1	gene	ID=gene1360;Name=ERDMAN_1361;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1361
2188921	34	G	3	1	gene	ID=gene2143;Name=ERDMAN_2144;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2144
976418	34	G	4	1	intergenic/unannotated	NA
3940621	34	G	6	1	gene	ID=gene3861;Name=ERDMAN_3862;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3862
3737110	34	G	7	2	gene	ID=gene3665;Name=ERDMAN_3666;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3666
4299855	34	G	7	2	gene	ID=gene4213;Name=ERDMAN_4214;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4214
1038745	34	G	8	1	intergenic/unannotated	NA
3724782	34	G	9	1	gene	ID=gene3662;Name=ERDMAN_3663;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3663
1168344	34	G	10	1	intergenic/unannotated	NA
4294017	34	G	11	1	gene	ID=gene4205;Name=ERDMAN_4206;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4206
3293181	34	G	12	1	intergenic/unannotated	NA
1122409	34	H	1	1	gene	ID=gene1117;Name=pabB;gbkey=Gene;gene=pabB;gene_biotype=protein_coding;locus_tag=ERDMAN_1118
1780410	34	H	2	1	gene	ID=gene1754;Name=nadB;gbkey=Gene;gene=nadB;gene_biotype=protein_coding;locus_tag=ERDMAN_1755
586815	34	H	3	1	gene	ID=gene540;Name=ERDMAN_0541;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0541
2216408	34	H	4	1	intergenic/unannotated	NA
1209060	34	H	5	1	intergenic/unannotated	NA
938003	34	H	6	1	gene	ID=gene934;Name=narL;gbkey=Gene;gene=narL;gene_biotype=protein_coding;locus_tag=ERDMAN_0935
1916851	34	H	7	1	gene	ID=gene1873;Name=PPE23;gbkey=Gene;gene=PPE23;gene_biotype=protein_coding;locus_tag=ERDMAN_1874
1778131	34	H	8	1	gene	ID=gene1752;Name=ERDMAN_1753;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1753
3602069	34	H	9	1	gene	ID=gene3551;Name=ERDMAN_3552;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3552
3416657	34	H	10	1	gene	ID=gene3354;Name=mmr;gbkey=Gene;gene=mmr;gene_biotype=protein_coding;locus_tag=ERDMAN_3355
963562	34	H	12	1	gene	ID=gene959;Name=moaD2;gbkey=Gene;gene=moaD2;gene_biotype=protein_coding;locus_tag=ERDMAN_0960
1567124	35	A	1	1	intergenic/unannotated	NA
186249	35	A	2	1	gene	ID=gene182;Name=ERDMAN_0183;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0183
186435	35	A	3	1	gene	ID=gene182;Name=ERDMAN_0183;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0183
1980215	35	A	4	1	intergenic/unannotated	NA
1422405	35	A	7	1	gene	ID=gene1421;Name=ERDMAN_1422;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1422
2387142	35	A	9	1	gene	ID=gene2349;Name=ERDMAN_2350;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2350
2489231	35	A	10	1	gene	ID=gene2444;Name=panB;gbkey=Gene;gene=panB;gene_biotype=protein_coding;locus_tag=ERDMAN_2445
2192822	35	A	11	1	gene	ID=gene2152;Name=ERDMAN_2153;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2153
995066	35	A	12	1	gene	ID=gene988;Name=ERDMAN_0989;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0989
2123927	35	B	1	1	gene	ID=gene2073;Name=ERDMAN_2074;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2074
3957490	35	B	2	1	gene	ID=gene3880;Name=ERDMAN_3881;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3881
3412607	35	B	3	1	gene	ID=gene3351;Name=ligB;gbkey=Gene;gene=ligB;gene_biotype=protein_coding;locus_tag=ERDMAN_3352
4043551	35	B	4	1	gene	ID=gene3966;Name=lpqG;gbkey=Gene;gene=lpqG;gene_biotype=protein_coding;locus_tag=ERDMAN_3967
2130666	35	B	8	1	gene	ID=gene2082;Name=ERDMAN_2083;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2083
1653193	35	B	11	1	gene	ID=gene1638;Name=echA12;gbkey=Gene;gene=echA12;gene_biotype=protein_coding;locus_tag=ERDMAN_1639
179905	35	C	1	1	gene	ID=gene174;Name=PE2;gbkey=Gene;gene=PE2;gene_biotype=protein_coding;locus_tag=ERDMAN_0175
174112	35	C	2	1	intergenic/unannotated	NA
2601784	35	C	3	1	gene	ID=gene2566;Name=mmpL9;gbkey=Gene;gene=mmpL9;gene_biotype=protein_coding;locus_tag=ERDMAN_2567
1927519	35	C	5	1	gene	ID=gene1884;Name=ERDMAN_1885;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1885
3572229	35	C	8	1	gene	ID=gene3522;Name=ERDMAN_3523;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3523
4108871	35	C	9	1	gene	ID=gene4035;Name=cyp137;gbkey=Gene;gene=cyp137;gene_biotype=protein_coding;locus_tag=ERDMAN_4036
3961237	35	C	12	1	gene	ID=gene3883;Name=ltp2;gbkey=Gene;gene=ltp2;gene_biotype=protein_coding;locus_tag=ERDMAN_3884
2099274	35	D	1	1	gene	ID=gene2048;Name=apa;gbkey=Gene;gene=apa;gene_biotype=protein_coding;locus_tag=ERDMAN_2049
2716956	35	D	2	1	gene	ID=gene2674;Name=PE25;gbkey=Gene;gene=PE25;gene_biotype=protein_coding;locus_tag=ERDMAN_2675
2322721	35	D	3	1	gene	ID=gene2282;Name=blaC;gbkey=Gene;gene=blaC;gene_biotype=protein_coding;locus_tag=ERDMAN_2283
3446000	35	D	4	1	gene	ID=gene3382;Name=ERDMAN_3383;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3383
2919846	35	D	5	1	intergenic/unannotated	NA
578690	35	D	6	1	gene	ID=gene532;Name=ERDMAN_0533;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0533
4246067	35	D	7	1	gene	ID=gene4168;Name=fbpD;gbkey=Gene;gene=fbpD;gene_biotype=protein_coding;locus_tag=ERDMAN_4169
1212607	35	D	8	1	gene	ID=gene1214;Name=ERDMAN_1215;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1215
2125678	35	D	9	1	gene	ID=gene2076;Name=ERDMAN_2077;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2077
3006508	35	D	10	1	intergenic/unannotated	NA
547607	35	D	12	1	intergenic/unannotated	NA
1410851	35	E	1	1	gene	ID=gene1410;Name=ERDMAN_1411;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1411
1441463	35	E	2	1	gene	ID=gene1438;Name=ERDMAN_1439;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1439
1950888	35	E	4	1	gene	ID=gene1912;Name=ERDMAN_1913;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1913
2005919	35	E	5	1	gene	ID=gene1969;Name=ERDMAN_1970;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1970
2080793	35	E	7	1	gene	ID=gene2029;Name=ERDMAN_2030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2030
1913657	35	E	8	1	gene	ID=gene1871;Name=cycA;gbkey=Gene;gene=cycA;gene_biotype=protein_coding;locus_tag=ERDMAN_1872
1339535	35	E	9	1	gene	ID=gene1340;Name=esxL;gbkey=Gene;gene=esxL;gene_biotype=protein_coding;locus_tag=ERDMAN_1341
359099	35	E	10	1	gene	ID=gene327;Name=tam;gbkey=Gene;gene=tam;gene_biotype=protein_coding;locus_tag=ERDMAN_0328
1755844	35	E	12	1	gene	ID=gene1733;Name=ERDMAN_1734;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1734
3836764	35	F	1	1	gene	ID=gene3759;Name=ERDMAN_3760;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3760
532012	35	F	2	1	gene	ID=gene483;Name=ERDMAN_0484;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0484
2466627	35	F	3	1	gene	ID=gene2427;Name=ilvE;gbkey=Gene;gene=ilvE;gene_biotype=protein_coding;locus_tag=ERDMAN_2428
4371089	35	F	5	1	gene	ID=gene4281;Name=ERDMAN_4282;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4282
3768476	35	F	11	1	gene	ID=gene3692;Name=ERDMAN_3693;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3693
1337854	35	F	12	1	intergenic/unannotated	NA
4322434	35	G	4	1	intergenic/unannotated	NA
2866763	35	G	6	1	gene	ID=gene2815;Name=ERDMAN_2816;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2816
4123335	35	G	9	1	gene	ID=gene4051;Name=ERDMAN_4052;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4052
69638	35	G	10	1	gene	ID=gene74;Name=ERDMAN_0075;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0075
2740253	35	G	12	1	gene	ID=gene2694;Name=ERDMAN_2695;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2695
2055118	35	H	1	1	gene	ID=gene2008;Name=ERDMAN_2009;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2009
311544	35	H	2	1	gene	ID=gene287;Name=ERDMAN_0288;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0288
3281743	35	H	3	1	gene	ID=gene3228;Name=pks1;gbkey=Gene;gene=pks1;gene_biotype=protein_coding;locus_tag=ERDMAN_3229
2191576	35	H	7	1	intergenic/unannotated	NA
941750	35	H	8	1	intergenic/unannotated	NA
53968	35	H	9	1	gene	ID=gene58;Name=ponA1;gbkey=Gene;gene=ponA1;gene_biotype=protein_coding;locus_tag=ERDMAN_0059
1276226	35	H	10	2	gene	ID=gene1287;Name=ERDMAN_1288;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1288
2187017	35	H	10	2	gene	ID=gene2141;Name=ERDMAN_2142;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2142
2158925	35	H	11	1	gene	ID=gene2111;Name=PPE35;gbkey=Gene;gene=PPE35;gene_biotype=protein_coding;locus_tag=ERDMAN_2112
3066937	36	A	2	1	gene	ID=gene3035;Name=PPE44;gbkey=Gene;gene=PPE44;gene_biotype=protein_coding;locus_tag=ERDMAN_3036
3038402	36	A	5	1	gene	ID=gene2997;Name=recA;gbkey=Gene;gene=recA;gene_biotype=protein_coding;locus_tag=ERDMAN_2998
3949557	36	A	6	1	gene	ID=gene3874;Name=ERDMAN_3875;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3875
4337343	36	A	7	1	gene	ID=gene4250;Name=ERDMAN_4251;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4251
4028916	36	A	8	1	gene	ID=gene3951;Name=ERDMAN_3952;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3952
1363826	36	A	9	1	intergenic/unannotated	NA
2446846	36	A	10	1	gene	ID=gene2409;Name=ERDMAN_2410;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2410
625120	36	A	11	1	gene	ID=gene584;Name=ERDMAN_0585;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0585
1599881	36	A	12	1	gene	ID=gene1588;Name=PE16;gbkey=Gene;gene=PE16;gene_biotype=protein_coding;locus_tag=ERDMAN_1589
2125375	36	B	1	1	gene	ID=gene2076;Name=ERDMAN_2077;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2077
1687187	36	B	2	1	intergenic/unannotated	NA
3244686	36	B	4	1	gene	ID=gene3214;Name=ppsC;gbkey=Gene;gene=ppsC;gene_biotype=protein_coding;locus_tag=ERDMAN_3215
723953	36	B	6	1	gene	ID=gene693;Name=recB;gbkey=Gene;gene=recB;gene_biotype=protein_coding;locus_tag=ERDMAN_0694
3580504	36	B	7	1	gene	ID=gene3530;Name=ERDMAN_3531;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3531
1212460	36	B	8	1	intergenic/unannotated	NA
2168510	36	B	9	1	gene	ID=gene2119;Name=fadD31;gbkey=Gene;gene=fadD31;gene_biotype=protein_coding;locus_tag=ERDMAN_2120
2177848	36	B	10	1	gene	ID=gene2131;Name=echA13;gbkey=Gene;gene=echA13;gene_biotype=protein_coding;locus_tag=ERDMAN_2132
2036815	36	B	11	1	gene	ID=gene1992;Name=PE_PGRS32;gbkey=Gene;gene=PE_PGRS32;gene_biotype=protein_coding;locus_tag=ERDMAN_1993
432515	36	B	12	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
680861	36	C	1	1	gene	ID=gene641;Name=ERDMAN_0642;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0642
4254556	36	C	2	1	intergenic/unannotated	NA
179345	36	C	4	1	gene	ID=gene174;Name=PE2;gbkey=Gene;gene=PE2;gene_biotype=protein_coding;locus_tag=ERDMAN_0175
49597	36	C	5	1	gene	ID=gene53;Name=ERDMAN_0054;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0054
1122900	36	C	6	1	intergenic/unannotated	NA
2234923	36	C	7	1	gene	ID=gene2201;Name=ERDMAN_2202;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2202
1362896	36	C	8	1	intergenic/unannotated	NA
4080907	36	C	9	1	gene	ID=gene4006;Name=ERDMAN_4007;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4007
251082	36	C	10	1	intergenic/unannotated	NA
2309210	36	C	11	1	gene	ID=gene2266;Name=ERDMAN_2267;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2267
3763609	36	C	12	1	gene	ID=gene3689;Name=ERDMAN_3690;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3690
2191202	36	D	1	2	gene	ID=gene2147;Name=ERDMAN_2148;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2148
2916051	36	D	1	2	gene	ID=gene2857;Name=ERDMAN_2858;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2858
4111456	36	D	2	1	gene	ID=gene4040;Name=ERDMAN_4041;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4041
4321527	36	D	4	1	gene	ID=gene4236;Name=ERDMAN_4237;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4237
2295855	36	D	5	2	gene	ID=gene2260;Name=pks12;gbkey=Gene;gene=pks12;gene_biotype=protein_coding;locus_tag=ERDMAN_2261
2301924	36	D	5	2	gene	ID=gene2260;Name=pks12;gbkey=Gene;gene=pks12;gene_biotype=protein_coding;locus_tag=ERDMAN_2261
2111383	36	D	6	1	gene	ID=gene2060;Name=ERDMAN_2061;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2061
3025956	36	D	7	1	intergenic/unannotated	NA
3349267	36	D	8	1	intergenic/unannotated	NA
1776858	36	D	9	1	gene	ID=gene1751;Name=ERDMAN_1752;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1752
1709227	36	D	10	1	gene	ID=gene1696;Name=mmpL12;gbkey=Gene;gene=mmpL12;gene_biotype=protein_coding;locus_tag=ERDMAN_1697
4256490	36	D	11	1	gene	ID=gene4176;Name=ERDMAN_4177;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4177
2116228	36	D	12	1	gene	ID=gene2067;Name=bfrA;gbkey=Gene;gene=bfrA;gene_biotype=protein_coding;locus_tag=ERDMAN_2068
1777488	36	E	1	1	intergenic/unannotated	NA
4231620	36	E	2	1	gene	ID=gene4161;Name=ERDMAN_4162;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4162
3810561	36	E	4	1	intergenic/unannotated	NA
1687024	36	E	5	1	gene	ID=gene1673;Name=ERDMAN_1674;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1674
567436	36	E	6	1	intergenic/unannotated	NA
3512416	36	E	7	1	gene	ID=gene3458;Name=nuoN;gbkey=Gene;gene=nuoN;gene_biotype=protein_coding;locus_tag=ERDMAN_3459
3650535	36	E	8	1	gene	ID=gene3598;Name=sseA;gbkey=Gene;gene=sseA;gene_biotype=protein_coding;locus_tag=ERDMAN_3599
2749653	36	E	9	1	intergenic/unannotated	NA
2852427	36	E	10	1	intergenic/unannotated	NA
2159049	36	E	11	1	gene	ID=gene2111;Name=PPE35;gbkey=Gene;gene=PPE35;gene_biotype=protein_coding;locus_tag=ERDMAN_2112
4290719	36	E	12	1	gene	ID=gene4201;Name=ERDMAN_4202;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4202
1639758	36	F	1	1	gene	ID=gene1625;Name=ERDMAN_1626;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1626
2681985	36	F	2	1	gene	ID=gene2632;Name=PE_PGRS41;gbkey=Gene;gene=PE_PGRS41;gene_biotype=protein_coding;locus_tag=ERDMAN_2633
1798509	36	F	4	2	intergenic/unannotated	NA
309388	36	F	4	2	intergenic/unannotated	NA
523380	36	F	5	1	gene	ID=gene476;Name=ERDMAN_0477;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0477
2598515	36	F	6	1	gene	ID=gene2564;Name=ERDMAN_2565;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2565
2215593	36	F	7	1	gene	ID=gene2179;Name=nrdF;gbkey=Gene;gene=nrdF;gene_biotype=protein_coding;locus_tag=ERDMAN_2180
2101645	36	F	8	2	gene	ID=gene2053;Name=ERDMAN_2054;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2054
3230954	36	F	8	2	intergenic/unannotated	NA
1931900	36	F	9	1	gene	ID=gene1892;Name=ERDMAN_1893;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1893
4258071	36	F	10	1	gene	ID=gene4177;Name=PE_PGRS62;gbkey=Gene;gene=PE_PGRS62;gene_biotype=protein_coding;locus_tag=ERDMAN_4178
2639232	36	F	11	1	gene	ID=gene2602;Name=ERDMAN_2603;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2603
3316190	36	F	12	1	gene	ID=gene3256;Name=ERDMAN_3257;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3257
3432979	36	G	1	1	gene	ID=gene3371;Name=ERDMAN_3372;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3372
2484726	36	G	2	1	gene	ID=gene2440;Name=glnA2;gbkey=Gene;gene=glnA2;gene_biotype=protein_coding;locus_tag=ERDMAN_2441
1481260	36	G	3	1	gene	ID=gene1476;Name=ERDMAN_1477;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1477
2761565	36	G	4	1	gene	ID=gene2716;Name=ERDMAN_2717;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2717
3067050	36	G	5	1	gene	ID=gene3035;Name=PPE44;gbkey=Gene;gene=PPE44;gene_biotype=protein_coding;locus_tag=ERDMAN_3036
3222954	36	G	6	1	gene	ID=gene3202;Name=smc;gbkey=Gene;gene=smc;gene_biotype=protein_coding;locus_tag=ERDMAN_3203
438372	36	G	7	1	gene	ID=gene398;Name=ERDMAN_0399;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0399
3095077	36	G	8	1	gene	ID=gene3064;Name=ERDMAN_3065;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3065
1597856	36	G	9	1	intergenic/unannotated	NA
4201997	36	G	10	1	gene	ID=gene4140;Name=ERDMAN_4141;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4141
1782536	36	G	11	1	gene	ID=gene1756;Name=ERDMAN_1757;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1757
819039	36	G	12	1	gene	ID=gene796;Name=sppA;gbkey=Gene;gene=sppA;gene_biotype=protein_coding;locus_tag=ERDMAN_0797
3476639	36	H	1	1	gene	ID=gene3420;Name=ERDMAN_3421;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3421
2283912	36	H	2	1	gene	ID=gene2253;Name=ERDMAN_2254;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2254
2750433	36	H	3	1	gene	ID=gene2705;Name=ERDMAN_2706;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2706
1265005	36	H	4	1	gene	ID=gene1275;Name=ERDMAN_1276;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1276
3596128	36	H	5	1	gene	ID=gene3546;Name=ERDMAN_3547;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3547
